address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
149 W 95th St APT 1A,New York,NY,10025,1950/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/149-W-95th-St-APT-1A-New-York-NY-10025/2106161406_zpid/
964 Amsterdam Ave APT 2D,New York,NY,10025,6500/000000,NA,5.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/964-Amsterdam-Ave-APT-2D-New-York-NY-10025/2118947512_zpid/
206 W 104th St APT 5,New York,NY,10025,3800/000000,1200.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/206-W-104th-St-APT-5-New-York-NY-10025/2100619675_zpid/
W 93rd St,New York,NY,10025,2756/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/W-93rd-St-New-York-NY-10025/2092842640_zpid/
175 W 93rd St APT 7A,New York,NY,10025,6800/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/175-W-93rd-St-APT-7A-New-York-NY-10025/72522908_zpid/
227 Riverside Dr APT 6S,New York,NY,10025,3900/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/227-Riverside-Dr-APT-6S-New-York-NY-10025/2092874590_zpid/
202 W 107th St APT 1R,New York,NY,10025,3683/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/202-W-107th-St-APT-1R-New-York-NY-10025/2105589558_zpid/
NA,NA,NA,NA,2400035600,NA,NA,NA,NA,For Rent,NA
95 W 95th St APT 16A,New York,NY,10025,4490/000000,NA,4.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/95-W-95th-St-APT-16A-New-York-NY-10025/2114307217_zpid/
58 W 106th St APT 1C,New York,NY,10025,3550/000000,1300.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/58-W-106th-St-APT-1C-New-York-NY-10025/2093444146_zpid/
243 W 98th St APT 4A,New York,NY,10025,5495/000000,1450.0,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/243-W-98th-St-APT-4A-New-York-NY-10025/31550869_zpid/
985 Amsterdam Ave APT 5B,New York,NY,10025,2499/000000,750.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/985-Amsterdam-Ave-APT-5B-New-York-NY-10025/2098890724_zpid/
5 W 107th St APT 1A,New York,NY,10025,4000/000000,1200.0,2.0,2.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/5-W-107th-St-APT-1A-New-York-NY-10025/2127424586_zpid/
9 W 103rd St # 4FL,New York,NY,10025,6295/000000,NA,6.0,3.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9-W-103rd-St-4FL-New-York-NY-10025/2102949527_zpid/
312 W 114th St APT 64,New York,NY,10026,3500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/312-W-114th-St-APT-64-New-York-NY-10026/2107088486_zpid/
283 W 115th St # 5AA,New York,NY,10026,3850/000000,NA,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/283-W-115th-St-5AA-New-York-NY-10026/2091329270_zpid/
NA,NA,NA,NA,22382,NA,NA,NA,NA,For Rent,NA
2166 Frederick Douglass Blvd # 2P,New York,NY,10026,1787/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2166-Frederick-Douglass-Blvd-2P-New-York-NY-10026/2098314104_zpid/
160 W 118th St APT 3A,New York,NY,10026,3095/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/160-W-118th-St-APT-3A-New-York-NY-10026/2109988837_zpid/
NA,NA,NA,NA,229504500055750,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,12450,NA,NA,NA,NA,For Rent,NA
342 Manhattan Ave APT 2S,New York,NY,10026,3750/000000,NA,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/342-Manhattan-Ave-APT-2S-New-York-NY-10026/2116863415_zpid/
NA,NA,NA,NA,2599538975,NA,NA,NA,NA,For Rent,NA
218 W 115th St # 3A2,New York,NY,10026,1500/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/218-W-115th-St-3A2-New-York-NY-10026/2091396123_zpid/
NA,NA,NA,NA,2295033900,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,1350036895,NA,NA,NA,NA,For Rent,NA
318 W 117th St APT 2Y,New York,NY,10026,2595/000000,561.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/318-W-117th-St-APT-2Y-New-York-NY-10026/2091966870_zpid/
362 W 119th St APT 3,New York,NY,10026,5995/000000,1625.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/362-W-119th-St-APT-3-New-York-NY-10026/63874186_zpid/
315 W 115th St APT 14,New York,NY,10026,3495/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/315-W-115th-St-APT-14-New-York-NY-10026/2091433349_zpid/
142 W 119th St # 2,New York,NY,10026,2400/000000,975.0,1.0,1.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/142-W-119th-St-2-New-York-NY-10026/2091439955_zpid/
NA,NA,NA,NA,0165012500,NA,NA,NA,NA,For Rent,NA
454 Manhattan Ave APT 6C,New York,NY,10026,3713/000000,1032.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/454-Manhattan-Ave-APT-6C-New-York-NY-10026/2091474515_zpid/
411 Manhattan Ave # A-3,New York,NY,10026,3500/000000,950.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/411-Manhattan-Ave-A-3-New-York-NY-10026/122062749_zpid/
304 W 112th St APT 1W,New York,NY,10026,1550/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/304-W-112th-St-APT-1W-New-York-NY-10026/2091489766_zpid/
NA,NA,NA,NA,2368633814,NA,NA,NA,NA,For Rent,NA
1890 A C Powell Blvd APT 3A,New York,NY,10026,4250/000000,1299.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1890-A-C-Powell-Blvd-APT-3A-New-York-NY-10026/2091541550_zpid/
132 W 112th St APT 1B,New York,NY,10026,2975/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/132-W-112th-St-APT-1B-New-York-NY-10026/2118527954_zpid/
365 W 117th St APT 2,New York,NY,10026,5400/000000,1500.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/365-W-117th-St-APT-2-New-York-NY-10026/2124156919_zpid/
147 W 111th St APT 4,New York,NY,10026,4200/000000,NA,4.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/147-W-111th-St-APT-4-New-York-NY-10026/2104961612_zpid/
230 W 113th St APT 4C,New York,NY,10026,3438/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/230-W-113th-St-APT-4C-New-York-NY-10026/2094664956_zpid/
352 W 117th St APT 5E,New York,NY,10026,4200/000000,1175.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/352-W-117th-St-APT-5E-New-York-NY-10026/31552183_zpid/
40 W 116th St APT B501,New York,NY,10026,2800/000000,725.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/40-W-116th-St-APT-B501-New-York-NY-10026/97530600_zpid/
NA,NA,NA,NA,35500,NA,NA,NA,NA,For Rent,NA
183 Lenox Ave # B,New York,NY,10026,3200/000000,800.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/183-Lenox-Ave-B-New-York-NY-10026/2091636284_zpid/
207 W 115th St APT 13,New York,NY,10026,2820/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/207-W-115th-St-APT-13-New-York-NY-10026/2099373394_zpid/
2119 Frederick Douglass Blvd APT 5A,New York,NY,10026,2100/000000,600.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2119-Frederick-Douglass-Blvd-APT-5A-New-York-NY-10026/2098012834_zpid/
352 W 117th St APT 6A,New York,NY,10026,3000/000000,678.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/352-W-117th-St-APT-6A-New-York-NY-10026/31552186_zpid/
16 W 119th St APT 5A,New York,NY,10026,1600/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/16-W-119th-St-APT-5A-New-York-NY-10026/2097272073_zpid/
147 W 117th St APT 2,New York,NY,10026,2000/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/147-W-117th-St-APT-2-New-York-NY-10026/2094284237_zpid/
150 W 111th St APT 6A,New York,NY,10026,2350/000000,800.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/150-W-111th-St-APT-6A-New-York-NY-10026/2126251042_zpid/
40 W 116th St # B,New York,NY,10026,7200/000000,1690.0,2.0,2.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/40-W-116th-St-B-New-York-NY-10026/2091727560_zpid/
132 W 119th # 1,Manhattan,NY,10026,2500/000000,1350.0,1.0,1.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/132-W-119th-1-Manhattan-NY-10026/2091754840_zpid/
347 Manhattan Ave APT 3C,New York,NY,10026,2595/000000,560.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/347-Manhattan-Ave-APT-3C-New-York-NY-10026/2115990762_zpid/
352 W 115th St APT 2W,New York,NY,10026,3600/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/352-W-115th-St-APT-2W-New-York-NY-10026/2091778650_zpid/
23 W 116th St APT 5H,New York,NY,10026,3100/000000,763.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/23-W-116th-St-APT-5H-New-York-NY-10026/124434949_zpid/
302 W 114th St APT 3A,New York,NY,10026,1895/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/302-W-114th-St-APT-3A-New-York-NY-10026/2109435326_zpid/
274 W 119th St APT A,New York,NY,10026,3250/000000,NA,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/274-W-119th-St-APT-A-New-York-NY-10026/2092684327_zpid/
1801 A C Powell Blvd APT 5A,New York,NY,10026,2999/000000,900.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1801-A-C-Powell-Blvd-APT-5A-New-York-NY-10026/2097855105_zpid/
300 W 110th St APT 10K,New York,NY,10026,2600/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/300-W-110th-St-APT-10K-New-York-NY-10026/31549932_zpid/
279 W 117th St APT 5U,New York,NY,10026,3250/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/279-W-117th-St-APT-5U-New-York-NY-10026/2091907373_zpid/
154 W 119th St APT 4,New York,NY,10026,2200/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/154-W-119th-St-APT-4-New-York-NY-10026/2112271284_zpid/
368 W 116th St APT 3A,New York,NY,10026,2250/000000,785.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/368-W-116th-St-APT-3A-New-York-NY-10026/2100334570_zpid/
40 W 116th St PH A1117,New York,NY,10026,3050/000000,800.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/40-W-116th-St-PH-A1117-New-York-NY-10026/2114309420_zpid/
282 W 115 # 5,Manhattan,NY,10026,4500/000000,NA,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/282-W-115-5-Manhattan-NY-10026/2091943150_zpid/
257 W 113th St APT 402,New York,NY,10026,1500/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/257-W-113th-St-APT-402-New-York-NY-10026/2101325019_zpid/
226 W 112th St APT 1R,New York,NY,10026,2599/000000,1000.0,1.0,1.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/226-W-112th-St-APT-1R-New-York-NY-10026/2092061806_zpid/
271 W 119th St APT 3,New York,NY,10026,2399/000000,900.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/271-W-119th-St-APT-3-New-York-NY-10026/2106573702_zpid/
297 W 112th St APT 5C,New York,NY,10026,3400/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/297-W-112th-St-APT-5C-New-York-NY-10026/2092139099_zpid/
250 Manhattan Ave APT 3B,New York,NY,10026,2900/000000,900.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/250-Manhattan-Ave-APT-3B-New-York-NY-10026/122062917_zpid/
75 W 118th St APT 3F,New York,NY,10026,2200/000000,NA,1.0,1.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/75-W-118th-St-APT-3F-New-York-NY-10026/2092161594_zpid/
221 W 112th St # 1,New York,NY,10026,3500/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/221-W-112th-St-1-New-York-NY-10026/2092220336_zpid/
2192 Frederick Douglass Blvd APT 5W,New York,NY,10026,2550/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2192-Frederick-Douglass-Blvd-APT-5W-New-York-NY-10026/2101226085_zpid/
123 W 119th St APT 3,New York,NY,10026,5000/000000,1500.0,3.0,2.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/123-W-119th-St-APT-3-New-York-NY-10026/2119942792_zpid/
245 W 115th St APT 19,New York,NY,10026,2025/000000,400.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/245-W-115th-St-APT-19-New-York-NY-10026/80004341_zpid/
NA,NA,NA,NA,1270023100,NA,NA,NA,NA,For Rent,NA
360 W 119th St APT 4B,New York,NY,10026,2750/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/360-W-119th-St-APT-4B-New-York-NY-10026/2126169148_zpid/
40 W 116th St APT B1003,New York,NY,10026,6200/000000,1918.0,3.0,2.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/40-W-116th-St-APT-B1003-New-York-NY-10026/97537894_zpid/
NA,NA,NA,NA,2238333070,NA,NA,NA,NA,For Rent,NA
3135 Broadway # 6DE,New York,NY,10027,2395/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/3135-Broadway-6DE-New-York-NY-10027/2091335821_zpid/
NA,NA,NA,NA,22395,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,0230012925,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,1172522500,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,24250311500,NA,NA,NA,NA,For Rent,NA
521 W 122nd St # 62,New York,NY,10027,3400/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/521-W-122nd-St-62-New-York-NY-10027/2091359939_zpid/
NA,NA,NA,NA,2260032600,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,1249522899,NA,NA,NA,NA,For Rent,NA
268 W 120th St # 3E,New York,NY,10027,2745/000000,850.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/268-W-120th-St-3E-New-York-NY-10027/2091396269_zpid/
42 W 120th St # 4THFLR,New York,NY,10027,2100/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/42-W-120th-St-4THFLR-New-York-NY-10027/2091396264_zpid/
NA,NA,NA,NA,01995,NA,NA,NA,NA,For Rent,NA
191 Claremont Ave # ONE,New York,NY,10027,2429/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/191-Claremont-Ave-ONE-New-York-NY-10027/2091396307_zpid/
189 Claremont Ave # BE,New York,NY,10027,2613/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/189-Claremont-Ave-BE-New-York-NY-10027/2092082675_zpid/
NA,NA,NA,NA,12450,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,0169911895,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,1275058495,NA,NA,NA,NA,For Rent,NA
3155 Broadway APT 12,New York,NY,10027,3000/000000,1000.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/3155-Broadway-APT-12-New-York-NY-10027/2109336224_zpid/
552 Riverside Dr APT 6F,New York,NY,10027,2600/000000,525.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/552-Riverside-Dr-APT-6F-New-York-NY-10027/72535483_zpid/
241 W 120th St # GARDEN,New York,NY,10027,2550/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/241-W-120th-St-GARDEN-New-York-NY-10027/2091439760_zpid/
112 W 121st St APT 1,New York,NY,10027,1600/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/112-W-121st-St-APT-1-New-York-NY-10027/2091455700_zpid/
NA,NA,NA,NA,22595,NA,NA,NA,NA,For Rent,NA
259 W 121st St APT 3B,New York,NY,10027,1749/000000,NA,0.0,1.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/259-W-121st-St-APT-3B-New-York-NY-10027/2091457251_zpid/
1270 Amsterdam Ave APT 4A,New York,NY,10027,2016/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/1270-Amsterdam-Ave-APT-4A-New-York-NY-10027/2126157148_zpid/
NA,NA,NA,NA,3257843556,NA,NA,NA,NA,For Rent,NA
426 St Nicholas Ave APT 5A,New York,NY,10027,1600/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/426-St-Nicholas-Ave-APT-5A-New-York-NY-10027/2111577093_zpid/
3111 Broadway APT 1A,New York,NY,10027,2750/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/3111-Broadway-APT-1A-New-York-NY-10027/2108934744_zpid/
567 W 125th St # 5R,New York,NY,10027,2800/000000,1200.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/567-W-125th-St-5R-New-York-NY-10027/2091478401_zpid/
2231 7th Ave # 407,New York,NY,10027,3500/000000,NA,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2231-7th-Ave-407-New-York-NY-10027/2091487488_zpid/
346 Lenox Ave APT 1B,New York,NY,10027,3758/000000,750.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/346-Lenox-Ave-APT-1B-New-York-NY-10027/2093758560_zpid/
409 W 129th St APT 11A,New York,NY,10027,3300/000000,NA,4.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/409-W-129th-St-APT-11A-New-York-NY-10027/2091488417_zpid/
420 Saint Nicholas Ave APT 2B,New York,NY,10027,1750/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/420-Saint-Nicholas-Ave-APT-2B-New-York-NY-10027/2113796371_zpid/
